Date,Actual,Forecast
2022-07-04,7240924.925000001,7337610.758535883
2022-07-11,6962427.8125,7073610.32932329
2022-07-18,6683930.7,6809063.159986372
2022-07-25,6405433.5875,6544205.849696157
2022-08-01,6126936.475000001,6279172.778330759
2022-08-08,5848439.3625,6014040.276457069
2022-08-15,5569942.25,5748851.709464492
2022-08-22,5291445.1375,5483631.722874803
2022-08-29,5012948.025,5218394.332302775
2022-09-05,4734450.912500001,4953147.517807099
2022-09-12,4455953.8,4687895.833094483
2022-09-19,4177456.6875,4422641.887367233
2022-09-26,3898959.575,4157387.1869526096
2022-10-03,3620462.4625000004,3892132.613359649
2022-10-10,3341965.3500000006,3626878.6948705525
2022-10-17,3063468.2375,3361625.7608880918
2022-10-24,2784971.125,3096374.0297082798
2022-10-31,2506474.012500001,2831123.6584938425
2022-11-07,2227976.9000000004,2565874.771790736
2022-11-14,1949479.7874999996,2300627.4778690753
2022-11-21,1670982.6750000007,2035381.8781600525
2022-11-28,1392485.5625,1770138.0727833111
2022-12-05,1113988.4500000011,1504896.1638661406
2022-12-12,835491.3375000004,1239656.257621562
2022-12-19,556994.2249999996,974418.4657353933
2022-12-26,278497.11250000075,712283.8075974714
2023-01-02,0.0,425101.5984501476
2023-01-09,235058.59999999998,-84499.63790266385
2023-01-16,587688.88,386601.0931219552
2023-01-23,2331607.18,1678279.670667659
2023-01-30,0.0,489604.31670004455
2023-02-06,0.0,904826.7189187444
2023-02-13,-153911.46,246338.91124388808
2023-02-20,5906743.56,1381883.2086496018
2023-02-27,0.0,1709757.9391869418
2023-03-06,0.0,872074.9022076016
2023-03-13,-43563.81,710994.0239525636
2023-03-20,0.0,380023.84691355645
2023-03-27,9141632.52,5618088.37424065
2023-04-03,2466493.88,6591125.273532629
2023-04-10,2406479.027317073,4759254.38116542
2023-04-17,2346464.174634146,3690944.272943766
2023-04-24,2286449.3219512193,3056259.5866016652
2023-05-01,2226434.4692682927,2667830.3969795043
2023-05-08,2166419.6165853655,2419249.5340605797
2023-05-15,2106404.763902439,2250088.4871920263
2023-05-22,2046389.911219512,2126029.975540273
2023-05-29,1986375.0585365852,2027585.2567770695
2023-06-05,1926360.2058536585,1943686.69917158
2023-06-12,1866345.3531707316,1868049.0103922256
2023-06-19,1806330.5004878049,1797102.7833906852
2023-06-26,1746315.647804878,1728820.9594131163
2023-07-03,1686300.795121951,1662052.377655487
2023-07-10,1626285.9424390243,1596143.298859363
2023-07-17,1566271.0897560976,1530722.4689870921
2023-07-24,1506256.2370731705,1465579.0571251088
2023-07-31,1446241.3843902438,1400593.3365572332
2023-08-07,1386226.531707317,1335697.3186248546
2023-08-14,1326211.6790243902,1270852.3967409164
2023-08-21,1266196.8263414633,1206036.6504508897
2023-08-28,1206181.9736585366,1141237.6354233115
2023-09-04,1146167.1209756096,1076448.2888933045
2023-09-11,1086152.268292683,1011664.6043680548
2023-09-18,1026137.415609756,946884.3110938969
2023-09-25,966122.5629268291,882106.1241260683
2023-10-02,906107.7102439024,817329.318442775
2023-10-09,846092.8575609755,752553.4870833037
2023-10-16,786078.0048780488,687778.4037928159
2023-10-23,726063.1521951219,623003.945015969
2023-10-30,666048.2995121952,558230.0455942177
2023-11-06,606033.4468292682,493456.6736029354
2023-11-13,546018.5941463413,428683.8160574947
2023-11-20,486003.7414634146,363911.47079126147
2023-11-27,425988.8887804877,299139.64183799207
2023-12-04,365974.036097561,234368.3368037334
2023-12-11,305959.1834146343,169597.56536782283
2023-12-18,245944.33073170716,104827.33842434216
2023-12-25,185929.47804878047,41493.610989778186
2024-01-01,125914.62536585378,-33262.09841902892
2024-01-08,65899.77268292662,-38931.48618063719
2024-01-15,5884.92,279293.23535753886
2024-01-22,105638.09,1304950.3916042803
2024-01-29,52819.045,-610038.2377284892
2024-02-05,0.0,-38736.792780184864
2024-02-12,33775.34,-195420.28082595277
2024-02-19,67550.68,2512200.6780519206
2024-03-03,,-1117497.215361818
2024-03-10,,-1130037.4194332783
2024-03-17,,-1012914.2773396147
2024-03-24,,-972088.3233606414
2024-03-31,,4564621.630388899
2024-04-07,,2171531.445907572
2024-04-14,,2122350.4889443447
2024-04-21,,2072280.6796760394
2024-04-28,,2021348.0344496681
2024-05-05,,1969577.8107965074
2024-05-12,,1916994.5296446804
2024-05-19,,1863621.9968839362
2024-05-26,,1809483.3243015863
2024-06-02,,1754600.9499080305
2024-06-09,,1698996.6576697205
2024-06-16,,1642691.5966669372
2024-06-23,,1585706.2996932138
2024-06-30,,1528060.7013127788
2024-07-07,,1469774.155391883
2024-07-14,,1410865.4521194356
2024-07-21,,1351352.8345319224
2024-07-28,,1291254.0145571283
2024-08-04,,1230586.1885907836
2024-08-11,,1169366.052619828
2024-08-18,,1107609.8169055923
2024-08-25,,1045333.2202398127
2024-09-01,,982551.5437860118
2024-09-08,,919279.6245184244
2024-09-15,,855531.8682702824
2024-09-22,,791322.262402937
2024-09-29,,726664.3881069557
2024-10-06,,661571.4323460154
2024-10-13,,596056.1994540958
2024-10-20,,530131.1223961717
2024-10-27,,463808.2737023081
2024-11-03,,397099.3760847717
2024-11-10,,330015.81274749665
2024-11-17,,262568.6373969726
2024-11-24,,194768.5839633597
2024-12-01,,126626.0760403744
2024-12-08,,58151.23605225773
2024-12-15,,-10646.105844124388
2024-12-22,,-79756.40311420923
2024-12-29,,-148516.13850021648
2025-01-05,,-222528.08942532656
2025-01-12,,-267099.0670245765
2025-01-19,,-152998.4986096753
2025-01-26,,407494.8101065104
2025-02-02,,-257865.18761070393
2025-02-09,,-136481.0782554233
2025-02-16,,-200518.65058714012
2025-02-23,,1009487.5363150125
2025-03-02,,-588485.1449679168
2025-03-09,,-606968.4695618207
2025-03-16,,-522834.8890351959
2025-03-23,,-498692.653900025
2025-03-30,,3864555.0848605055
2025-04-06,,1967644.4513712283
2025-04-13,,1921416.9101470297
2025-04-20,,1874703.8717654208
2025-04-27,,1827519.5574813643
2025-05-04,,1779877.7740891504
2025-05-11,,1731791.9260646997
2025-05-18,,1683275.0273540465
2025-05-25,,1634339.7128183683
2025-06-01,,1584998.2493456437
2025-06-08,,1535262.5466386853
2025-06-15,,1485144.1676890564
2025-06-22,,1434654.3389460696
2025-06-29,,1383803.9601898217
2025-07-06,,1332603.6141169355
2025-07-13,,1281063.5756474466
2025-07-20,,1229193.82096102
2025-07-27,,1177004.0362704373
2025-08-03,,1124503.6263400768
2025-08-10,,1071701.7227568766
2025-08-17,,1018607.1919610515
2025-08-24,,965228.6430436287
2025-08-31,,911574.435317658
2025-09-07,,857652.6856697603
