Date,Actual,Forecast
2024-11-17,,2245707.9870635765
2024-11-24,,2259999.5510654305
2024-12-01,,2273483.7385214423
2024-12-08,,2286206.1607367634
2024-12-15,,2298209.852286804
2024-12-22,,2309535.416585008
2024-12-29,,2320221.1632270333
2025-01-05,,2330303.2375759166
2025-01-12,,2339815.743026556
2025-01-19,,2348790.856363075
2025-01-26,,2357258.936599281
2025-02-02,,2365248.6276703733
2025-02-09,,2372786.9553232635
2025-02-16,,2379899.4185332544
2025-02-23,,2386610.075756289
2025-03-02,,2392941.626308538
2025-03-09,,2398915.487148588
2025-03-16,,2404551.8653219575
2025-03-23,,2409869.826312989
2025-03-30,,2414887.358535321
2025-04-06,,2419621.4341790876
2025-04-13,,2424088.06662066
2025-04-20,,2428302.3645891296
2025-04-27,,2432278.5832727505
2025-05-04,,2436030.172538214
2025-05-11,,2439569.822425862
2025-05-18,,2442909.506074726
2025-05-25,,2446060.5202225987
2025-06-01,,2449033.523418117
2025-06-08,,2451838.572074127
2025-06-15,,2454485.1544842795
2025-06-22,,2456982.222917913
2025-06-29,,2459338.2239017966
2025-07-06,,2461561.1267911596
2025-07-13,,2463658.4507266497
2025-07-20,,2465637.2900684085
2025-07-27,,2467504.3383932905
2025-08-03,,2469265.911136405
2025-08-10,,2470927.966953562
2025-08-17,,2472496.127876887
2025-08-24,,2473975.6983317765
2025-08-31,,2475371.6830795286
2025-09-07,,2476688.804146332
